ISBN,Book-Title,Book-Author,Year-Of-Publication,Book-Publisher
315000067X,die leiden des jungen werthers universalbibliothek nr,johann wolfgang von goethe,1976,reclam
0735712360,the photoshop book for digital photographers,scott kelby,2003,new riders
0811809692,paris out of hand,karen elizabeth gordon,1996,chronicle
157064280X,the haunted clubhouse wishbone mysteries,caroline leavitt,1997,big red chair
0609610902,horseshoes cowsocks duckfeet: more commentary by nprs cowboy poet former large animal veterinarian,baxter black,2002,crown
325722706X,selbs betrug,bernhard schlink,2000,diogenes verlag ag
1561840718,quantum psychology: how brain software programs you and your world,robert anton wilson,1990,new falcon
0061092363,dolly: my life and other unfinished business,dolly parton,1995,harper mass market
0380800683,the black maria mystery of old philadelphia,mark graham,2000,avon
0785328629,treasury of country crafts: easy stepbystep designs,publications international ltd,1998,international
2714307841,petit traitaaa de daaasinvolture,denis grozdanovitch,2002,josa?aa corti
0679766529,edwin mullhouse: the life and death of an american writer by jeffrey cartwright vintage contemporaries,steven millhauser,1996,vintage
0373871600,fathers place love inspired numbered,marta perry,2001,steeple hill
0373871627,groom worth waithing for love inspired november,crystal stovall,2001,steeple hill
0060727101,a place called wiregrass,michael morris,2004,harpersanfrancisco
0590407201,the secret garden,frances hodgson burnett,1987,scholastic
050552502X,silken bondage,ryan,2002,love spell
0425170322,lavender lies: a china bayles mystery,susan wittig albert,1999,berkley
3442091411,tuareg roman,alberto vazquezfigueroa,1989,goldmann
0971326681,forget me knots: from the front porch,helen kay polaski,2002,obadiah
0886463335,the hound of the baskervilles,arthur conan sir doyle,1992,dh audio
0849935644,answers to lifes problems,billy graham,1994,w
325706313X,das gesetz der lagune commissario brunettis zehnter fall,donna leon,2002,diogenes
0786709669,mouthing the words: a novel,camilla gibb,2002,carroll & graf
0816510466,the names: a memoir sun tracks vol,n scott momaday,1987,university of arizona
0451523849,picture of dorian gray and selected stories,oscar wilde,1989,new amer library
0141180145,master and margarita penguin twentieth century classics s,mikhail bulgakov,2001,penguin putnam~
0380729881,catherwood,marly youmans,1997,perennial
0939416395,and a deers ear eagles song and bears grace: animals and women,theresa et al corrigan,1990,west
0140544518,the true story of the little pigs,jon scieszka,1996,puffin
0553244787,charlie and the chocolate factory,roald dahl,1984,bantam doubleday dell
0446524972,the pledge,rob kean,1999,warner
1875989285,how to be a man,john birmingham,2000,duffy & snellgrove
0671040693,reality check,diana g gallagher,2000,simon spotlight entertainment
0804116113,california fire and life,don winslow,2001,ballantine
8571648395,o homem que matou getaaolio vargas: biografia de um anarquista,jaa soares,1998,companhia das letras
0553247646,buckskin run,louis lamour,1981,bantam
3442415934,mummenschanz ein roman von der bizarren scheibenwelt,terry pratchett,1997,goldmann
0449211282,monsieur pamplemousse and the secret mission,michael bond,1991,fawcett
0140367357,five children and it puffin classics the essential collection,e nesbit,1996,puffin
1853261556,phoenix and the carpet,e nesbit,1999,lb may & assoc
0747557462,magic,sarah brown,2003,bloomsbury pub
0399505253,snow country,yasunari kawabata,1981,berkley
0590477242,miss spiders tea party miss spider,david kirk,1994,scholastic
0864923155,elle,douglas glover,2003,goose lane editions
3499127660,das herz ist eine miese gegend: roman,thommie bayer,1991,rowohlt
0441005942,the border,marina fitch,1999,ace
0553225367,dawn,elie wiesel,1982,bantam
0451526791,the taming of the shrew shakespeare william works,william shakespeare,1998,signet
1551430096,cold night brittle light,richard thompson,1994,orca
1569713545,buffy the vampire slayer: remaining sunlight,andi watson,1999,dark horse comics
0375507272,the house on beartown road : a memoir of learning and forgetting,elizabeth cohen,2003,random house
0670865729,silent snow,steve thayer,1999,viking penguin
0689867042,tithe : a modern faerie tale,holly black,2004,simon pulse
044100721X,isaac asimovs mothers day,gardner dozois,2000,ace
0805420401,the screwtape letters: also includes screwtape proposes a toast,c s lewis,2000,broadman & holman pub
0141002190,aunt dimity beats the devil penguin mysteries paperback,nancy atherton,2001,penguin
067103958X,the badlands book two of two star trek,susan wright,1999,star trek
0941524841,empowerment through reiki,paula horan,1998,lotus
0786807091,daughters of the moon: secret scroll book daughters of the moon,lynne ewing,2001,volo
087226209X,aint i a woman: a book of womens poetry from around the world,illona linthwaite,1990,peter bedrick
8423900290,novelas ejemplares,cervantes,1983,espasa-calpe sa
1891830155,monkey vs robot,james kochalka,2000,top shelf productions
0892819049,being a pagan: druids wiccans and witches today,ellen evert hopman,2001,destiny
1931561044,the god file,frank turner hollon,2002,macadam/cage
1551922703,our grandmothers ourselves reflections of canadian women: reflections of canadian women,gina valle,2000,west
059042193X,leahs song,eth clifford,1989,scholastic
342677609X,was waaare gewesen wenn wendepunkte der weltgeschichte,h william mcneill,2002,"droemersche verlagsanstalt th. knaur nachf., gmbh & co."
0060976330,passion and affect,laurie colwin,1995,perennial
060980958X,a fortuneteller told me: earthbound travels in the far east,tiziano terzani,2002,three rivers
0735201390,simple secrets of happiness: finding joy in everyday relationships,glenn van ekeren,2000,prentice hall art
3442441927,der campus,schwanitz,1998,wilhelm goldmann verlag gmbh
0517704927,altars in the street: a neighborhood fights to survive,melody ermachild chavis,1997,random house
009947560X,carrot roots,jasper carrott,1986,arrow
0451523040,les liasions dangereuses,pierre ambroise francois choderl laclos,1989,signet
0316381497,latin for people : latina pro populo,paul alexander humez,1978,back bay
0917086759,asteroid goddesses,demetra george,1986,acs
0553293125,sinful,susan johnson,1993,fanfare
0312868383,the forever hero : dawn for a distant earth the silent warrior in endless twilight forever hero,l e modesitt jr,1999,tor
0451202066,silk and shadows,mary jo putney,2000,signet
0679438823,the matisse stories,a s byatt,1995,random house
0740700103,mutts sundays,patrick mcdonnell,1999,andrews mcmeel
0345435184,a memory of love,bertrice small,2002,ivy
0802733573,exlibris,ross king,2001,walker & company
0146000129,bartleby penguin s s,herman melville,1995,penguin
0373075774,that same old feeling american hero wide open spaces silhouette intimate moments no,judith duncan,1994,silhouette
0140278915,snake charmer,sanjay nigam,1999,penguin
006017739X,fear of fifty: a midlife memoir,erica jong,1994,harpercollins
0312964897,where roses grow wild,patricia cabot,1998,st. martin's
1575660679,apache temptation,janis reams hudson,1996,kensington corporation
0773761985,from naked ape to superspecies: a personal perspective on humanity and the global ecocrisis,david suzuki,2001,stoddart
0226472035,critical terms for literary study,thomas mclaughlin,1995,university of chicago
0380976986,a woman like that: lesbian and bisexual writers tell their coming out stories,joan larkin,1999,avon
0440550130,the day i became an autodidact: and the advice adventures and acrimonies that befell me thereafter,kendall hailey,1989,bantam dell
0684163403,a gathering of days : a new england girls journal,joan w blos,1979,atheneum
0886770882,serpents reach,cj cherryh,1994,daw
0875421377,norse magic world magic series,deanna j conway,1990,llewellyn
0345365704,freezer burn: oxymorons and other contradictions of everyday life,laine vilensky,1991,ballantine
0451523172,four great comedies: the taming of the shrew a midsummer nights dream twelfth night the tempest shakespeare william works,william shakespeare,1989,signet
0789203731,barkitecture,fred albert,1999,abbeville
3426195461,zaaahne zeigen,zadie smith,2001,"droemersche verlagsanstalt th. knaur nachf., gmbh & co."
0670703907,late night thoughts on listening to mahlers ninth symphony,lewis thomas,1983,penguin
0393310728,how to lie with statistics,darrell huff,1993,w. w. norton & company
0671727907,minor characters,joyce johnson,1990,washington square
0722534515,principles of wicca thorsons principles series,vivianne crowley,1998,thorsons
0973248505,shadowplay,ron cyr,2003,loonbooks
0679737553,love and garbage,ivan klima,1993,vintage
0140586156,robert browning: selected poetry the penguin poetry library,robert browning,1990,puffin
0676972616,uncle tungsten : memories of a chemical boyhood,oliver sacks,2001,knopf
0671676555,fall into darkness,christopher pike,1990,simon pulse
0060175982,mars and venus starting over: a practical guide for finding love again after a painful breakup divorce or the loss of a loved one,john gray,1998,harpercollins
0375752404,outside passage: a memoir of an alaskan childhood modern library paperback,julia scully,1999,modern library
0786862106,takedown: the pursuit and capture of kevin mitnick americas most wanted computer outlawby the man who did it,tsutomu shimomura,1996,hyperion
0743413008,the lady vanishes,lina ethel white,2001,i
0312084994,dragons and unicorns : a natural history,paul johnsgard,1992,st. martin's griffin
0849917735,twelve ordinary men,john macarthur,2002,w
0865343454,murder at yaquina head: a thomas martindale mystery first fiction series,ronald p lovell,2002,sunstone
0345380533,grayheart,tara k harper,1996,del rey
4770016905,beyond the curve modern japanese writers series,kobo abe,1993,kodansha international
0684809982,late child,larry mcmurtry,1995,simon & schuster
3518388746,jugend ohne gott,horvath,1991,suhrkamp verlag
1860495087,in search of an impotent man a virago v,gaby hauptman,1998,virago
0373056060,hunter harlequin desire no,diana palmer,1990,silhouette
0877738505,mount analogue shambhala pocket classics,rene daumal,1992,shambhala
0312323131,hide yourself away,mary jane clark,2004,st. martin's
0393321320,ants at work: how an insect society is organized,deborah m gordon,2000,w.w. norton & company
1586480081,first off the tee: presidential hackers duffers and cheaters from taft to bush,don van natta jr,2003,publicaffairs
1563523825,your personal guide to living well with fibromyalgia,arthritis foundation,1997,longstreet
037344141X,one fine prey two catch a fox duets,isabel sharpe,2002,harlequin
0340718811,regatta,libby purves,2000,trafalgar square
3492260799,sari jeans und chilischoten,meera syal,2003,piper
0006514952,of marriageable age,sharon maas,2000,harper collins - uk
0451401859,dearly beloved,mary jo putney,1997,topaz
0373760000,man of ice man of the month celebration silhouette desire no,diana palmer,1996,silhouette
0505519542,times healing heart,marti jones,1994,love spell
0373195206,billionaire is back silhouette romance no,myrna mackenzie,2001,silhouette
0451626745,way of life,tzu lao,1992,signet
044056753X,palomino,danielle steel,1981,dell company
0590303848,cloudy with a chance of meatballs,judith barrett,1976,scholastic
3821829699,die leben des kaaptn blaubaar: die halben lebenserinnerungen eines seebaaren : mit zahlreichen illustrationen und unter benutzung des lexikons der erklaarungsbedaarftigen wunder daseinsformen und phaanomene zamoniens und umgebung von prof dr,walter moers,1999,eichborn
0062732234,conversations on writing fiction: interviews with thirteen distinguished teachers of fiction writing in america,alexander neubauer,1994,harpercollins
0553287338,the watchers: the secret design behind ufo abduction,raymond e fowler,1991,bantam
